,Country_Name,Indicator_Name,Region,Income_Group,Year,Value
915,Nepal,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2002,11.69519997
916,Netherlands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,16.53783989
917,New Caledonia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2002,
918,New Zealand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2002,18.56543922
919,Nicaragua,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2002,
920,Niger,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
921,Norway,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,20.02783012
922,Oman,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2002,14.85332012
923,Pakistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2002,
924,Panama,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2002,10.07349968
925,Paraguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2002,10.06163025
926,Peru,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2002,6.492980003
927,Philippines,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,10.54615021
928,Poland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,22.40312958
929,Portugal,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,22.0313797
930,Romania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2002,
931,Rwanda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
932,Samoa,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,10.57398987
933,San Marino,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2002,
934,Sao Tome and Principe,Government expenditure per primary student as % of GDP per capita (%),,,2002,
935,Saudi Arabia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2002,
936,Senegal,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2002,
937,Serbia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2002,
938,Seychelles,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2002,14.46022987
939,Sierra Leone,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
940,Singapore,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2002,
941,Sint Maarten (Dutch part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2002,
942,Slovak Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,11.03804016
943,Slovenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,27.4272995
944,Solomon Islands,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,
945,Somalia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
946,South Africa,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2002,13.54932022
947,South Asia,Government expenditure per primary student as % of GDP per capita (%),0,0,2002,
948,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2002,
949,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,17.76285934
950,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2002,
951,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2002,
952,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2002,
953,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2002,
954,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2002,
955,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2002,8.576620102
956,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,22.25691032
957,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,22.40442085
958,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2002,13.10698032
959,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
960,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2002,
961,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,
962,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,10.62561989
963,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2002,10.77476025
964,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2002,15.45372009
965,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2002,13.99162006
966,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2002,
967,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
968,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2002,
969,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2002,
970,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2002,14.52668953
971,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,2002,20.29734039
972,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2002,6.98281002
973,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,
974,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2002,
975,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2002,
976,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2002,
977,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2002,
978,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2003,
979,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2003,11.52180004
980,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2003,
981,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2003,10.49942017
982,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2003,
983,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2003,
984,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2003,
985,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2003,22.69071007
986,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2003,
987,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2003,
988,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2003,19.31748009
