Country_Name,Indicator_Name,Region,Income_Group,2010
Indonesia,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,95.59109
Indonesia,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,52.10839
Indonesia,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,79.26775
Indonesia,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,91.34358
Indonesia,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,95.97388
Indonesia,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,98.7518
Indonesia,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,98.80384
"Iran, Islamic Rep.","Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,79.75584
"Iran, Islamic Rep.","Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,89.54248
"Iran, Islamic Rep.","Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,22.46233
"Iran, Islamic Rep.","Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,46.60938
"Iran, Islamic Rep.","Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,80.41681
"Iran, Islamic Rep.","Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,91.25407
"Iran, Islamic Rep.","Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,97.43798
"Iran, Islamic Rep.","Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,98.10902
Iraq,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,37.95525
Iraq,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,53.00728
Iraq,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,14.2468
Iraq,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,31.0472
Iraq,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,38.2295
Iraq,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,55.02389
Iraq,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,48.63865
Iraq,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,57.00647
Ireland,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Ireland,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Ireland,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Ireland,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Ireland,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Ireland,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Ireland,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Ireland,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Isle of Man,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,
Isle of Man,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,
Israel,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,High income: OECD,
Israel,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,High income: OECD,
Israel,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,High income: OECD,
Israel,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,High income: OECD,
Israel,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,High income: OECD,
Israel,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,High income: OECD,
Israel,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,High income: OECD,
Israel,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,High income: OECD,
Italy,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,98.57957
Italy,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,99.14101
Italy,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,96.0024
Italy,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,97.71678
Italy,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,99.4608
Italy,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,99.47052
Italy,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,99.8687
Italy,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,99.85103
Jamaica,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,85.87208
Jamaica,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,74.08184
Jamaica,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,56.29239
Jamaica,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,48.61523
Jamaica,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,88.58596
Jamaica,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,74.21597
Jamaica,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,96.29552
Jamaica,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,87.31139
Japan,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: OECD,
Japan,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: OECD,
Japan,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: OECD,
Japan,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: OECD,
Japan,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: OECD,
Japan,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: OECD,
Japan,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: OECD,
Japan,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: OECD,
Jordan,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,89.20774
Jordan,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,95.76724
Jordan,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,29.54734
Jordan,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,75.22091
Jordan,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,90.07696
Jordan,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,96.26831
Jordan,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,98.76635
Jordan,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,98.75873
Kazakhstan,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,99.73899
Kazakhstan,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,99.82968
Kazakhstan,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,99.52126
Kazakhstan,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,99.44912
Kazakhstan,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,99.74727
Kazakhstan,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,99.83287
Kazakhstan,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,99.85091
Kazakhstan,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,99.94014
Kenya,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,66.86312
Kenya,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,78.07915
Kenya,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,27.49067
Kenya,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,63.37418
Kenya,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,63.51469
Kenya,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,76.78986
Kenya,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,81.63257
Kenya,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,83.20542
Kiribati,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,
Kiribati,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,
"Korea, Dem. People’s Rep.","Adult literacy rate, population 15+ years, female (%)",#N/A,#N/A,99.99761
"Korea, Dem. People’s Rep.","Adult literacy rate, population 15+ years, male (%)",#N/A,#N/A,99.99888
"Korea, Dem. People’s Rep.","Elderly literacy rate, population 65+ years, female (%)",#N/A,#N/A,99.98556
"Korea, Dem. People’s Rep.","Elderly literacy rate, population 65+ years, male (%)",#N/A,#N/A,99.99171
"Korea, Dem. People’s Rep.","Literacy rate, population 25-64 years, female (%)",#N/A,#N/A,99.9996
"Korea, Dem. People’s Rep.","Literacy rate, population 25-64 years, male (%)",#N/A,#N/A,99.99959
"Korea, Dem. People’s Rep.","Youth literacy rate, population 15-24 years, female (%)",#N/A,#N/A,99.99979
"Korea, Dem. People’s Rep.","Youth literacy rate, population 15-24 years, male (%)",#N/A,#N/A,99.99944
"Korea, Rep.","Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: OECD,
"Korea, Rep.","Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: OECD,
Kosovo,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Lower middle income,
Kosovo,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Lower middle income,
Kosovo,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Lower middle income,
Kosovo,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Lower middle income,
